what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1362602650287
started,bundle,org.eclipse.equinox.p2.repository,1.0.1.R35x_v20100105,"org.eclipse.equinox.p2.repository",1362602650299
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1362602650304
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1362602650315
started,bundle,org.eclipse.equinox.preferences,3.2.301.R35x_v20091117,"org.eclipse.equinox.preferences",1362602650315
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1362602650320
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1362602650339
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.101.R35x_v20100209,"org.eclipse.equinox.simpleconfigurator.manipulator",1362602650342
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1362602650353
started,bundle,org.eclipse.help,3.4.1.v20090805_35x,"org.eclipse.help",1362602650362
started,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1362602650382
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1362602650395
started,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1362602650421
started,bundle,org.eclipse.jface,3.5.2.M20100120-0800,"org.eclipse.jface",1362602650429
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1362602650439
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1362602650445
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1362602650453
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1362602650462
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1362602650468
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1362602650476
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1362602650493
started,bundle,org.eclipse.ui.intro,3.3.2.v20100111_35x,"org.eclipse.ui.intro",1362602650508
started,bundle,org.eclipse.ui.intro.universal,3.2.300.v20090526,"org.eclipse.ui.intro.universal",1362602650508
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1362602650519
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1362602650532
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1362602650545
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1362602650558
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1362602650566
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1362602650574
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1362602650585
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1362602650585
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1362602650585
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1362602650585
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1362602650586
started,bundle,com.objectaid.uml,1.0.10,"com.objectaid.uml",1362602650586
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.1.v20120725-0100,"org.eclipse.mylyn.bugzilla.core",1362602650621
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.1.v20120725-0100,"org.eclipse.mylyn.bugzilla.ui",1362602650629
started,bundle,org.eclipse.mylyn.commons.core,3.8.1.v20120725-0100,"org.eclipse.mylyn.commons.core",1362602650629
started,bundle,org.eclipse.mylyn.commons.net,3.8.1.v20120725-0100,"org.eclipse.mylyn.commons.net",1362602650629
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.1.v20120725-0100,"org.eclipse.mylyn.commons.notifications.core",1362602650636
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.1.v20120725-0100,"org.eclipse.mylyn.commons.notifications.feed",1362602650640
started,bundle,org.eclipse.mylyn.commons.notifications.ui,1.0.1.v20120725-0100,"org.eclipse.mylyn.commons.notifications.ui",1362602650649
started,bundle,org.eclipse.mylyn.commons.ui,3.8.1.v20120725-0100,"org.eclipse.mylyn.commons.ui",1362602650663
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.1.v20120725-0100,"org.eclipse.mylyn.commons.workbench",1362602650676
started,bundle,org.eclipse.mylyn.context.core,3.8.1.v20120725-0100,"org.eclipse.mylyn.context.core",1362602650676
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.1.v20120725-0100,"org.eclipse.mylyn.context.tasks.ui",1362602650683
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.1.v20120725-0100,"org.eclipse.mylyn.monitor.ui",1362602650694
started,bundle,org.eclipse.mylyn.tasks.index.core,3.8.1.v20120725-0100,"org.eclipse.mylyn.tasks.index.core",1362602650702
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.1.v20120725-0100,"org.eclipse.mylyn.tasks.ui",1362602650718
started,bundle,org.eclipse.mylyn.team.ui,3.8.1.v20120725-0100,"org.eclipse.mylyn.team.ui",1362602650727
os,sysinfo,,,"macosx",1362602650730
arch,sysinfo,,,"x86",1362602650730
ws,sysinfo,,,"cocoa",1362602650730
locale,sysinfo,,,"en_US",1362602650730
processors,sysinfo,,,"2",1362602650730
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1362602650730
java.runtime.version,sysinfo,,,"1.6.0_41-b02-445-11M4107",1362602650730
java.specification.name,sysinfo,,,"Java Platform API Specification",1362602650730
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1362602650730
java.specification.version,sysinfo,,,"1.6",1362602650730
java.vendor,sysinfo,,,"Apple Inc.",1362602650730
java.version,sysinfo,,,"1.6.0_41",1362602650730
java.vm.info,sysinfo,,,"mixed mode",1362602650730
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1362602650730
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1362602650730
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1362602650730
java.vm.specification.version,sysinfo,,,"1.0",1362602650730
java.vm.vendor,sysinfo,,,"Apple Inc.",1362602650730
java.vm.version,sysinfo,,,"20.14-b01-445",1362602650730
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1362602650810
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1362602650818
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1362602650827
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1362602650892
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362602650920
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362602669818
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1362602682786
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1362602682810
started,bundle,org.eclipse.jdt.launching.macosx,3.2.0.v20090527,"org.eclipse.jdt.launching.macosx",1362602682851
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362602696652
started,bundle,org.eclipse.core.filesystem,1.2.1.R35x_v20091203-1235,"org.eclipse.core.filesystem",1362602736908
started,bundle,com.objectaid.uml.cls,1.0.10,"com.objectaid.uml.cls",1362602738862
started,bundle,org.eclipse.gef,3.5.1.v20090910-2020,"org.eclipse.gef",1362602738925
started,bundle,com.objectaid.uml.seq,1.0.10,"com.objectaid.uml.seq",1362602738952
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1362602739843
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1362602739946
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1362602740055
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1362602740066
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090925-1100,"org.eclipse.jdt.apt.pluggable.core",1362602740140
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1362602740151
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1362602740270
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362602741803
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1362602747309
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1362602747381
closed,view,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.internal.introview",1362602747393
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1362602780202
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1362602780213
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362602790285
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362602812728
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1362602814403
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362602814461
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362602814616
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1362602814991
started,bundle,org.eclipse.mylyn.java.ui,3.8.1.v20120725-0100,"org.eclipse.mylyn.java.ui",1362602823514
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362602841727
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362602842687
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362602846159
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362602847467
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362602849013
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609129698
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609131426
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609245012
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609245932
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609313156
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609313960
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609539095
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1362609549083
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609554114
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609561001
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609599193
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609599333
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609661243
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609671388
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609672881
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609676906
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609711024
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609718607
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609719392
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609879980
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609887813
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609889506
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609896229
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609898569
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609899529
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609900178
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609900617
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609926090
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609927197
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609929574
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609944702
error,log,,,"Unhandled event loop exception",1362609944913
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609946845
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1362609957464
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609957927
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609963540
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609997124
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362609997221
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610014088
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610015130
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610016363
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610016910
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610017911
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610116782
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610129933
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610130058
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610153689
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610182733
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610192253
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610280396
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610646720
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610647522
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610647975
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610654214
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610670408
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610671515
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1362610701010
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1362610701173
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1362610701394
started,bundle,org.eclipse.cdt.core,5.1.2.201002161416,"org.eclipse.cdt.core",1362610701764
started,bundle,org.eclipse.cdt.debug.core,6.0.0.201002161416,"org.eclipse.cdt.debug.core",1362610701807
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.ui",1362610701857
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610702747
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610704466
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1362610706150
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.ui",1362610706279
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.core",1362610706299
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610712081
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610714161
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610762587
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610764194
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610849109
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610882673
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610884516
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362610892172
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362611133787
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362611136162
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362611144651
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362611145965
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1362611177190
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362611179709
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362611212018
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362611228543
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362677324346
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362677326590
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362677328946
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362677331580
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362677341599
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362677344841
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362677349522
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362677349656
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362679632024
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1362679639261
started,bundle,org.eclipse.mylyn.context.ui,3.8.1.v20120725-0100,"org.eclipse.mylyn.context.ui",1362679639327
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362679641449
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362679658372
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362679658518
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362679658572
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1362679660454
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362679664119
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362679669084
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1362679699194
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362679897512
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680010019
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680015022
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680055965
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680058635
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680060551
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680061961
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680477915
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680484030
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680559105
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680567217
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680585871
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680602497
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680697271
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680711657
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680717038
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680737477
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680764637
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362680766051
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362681106232
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1362681112678
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1362681207942
started,bundle,org.eclipse.mylyn.java.tasks,3.8.1.v20120725-0100,"org.eclipse.mylyn.java.tasks",1362681208045
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1362681208075
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1362681208125
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1362681209145
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1362681214760
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362681216789
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362681218835
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362681218927
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1362681221405
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362681231506
